Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
231-MSH2R4-3_S12_L001_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.4901751855908881e-05)	(4, 5.9607007423635525e-05)	(5, 0.00012070419003286194)	(6, 0.00015795856967263413)	(7, 0.0002116048763539061)	(8, 0.00023246732895217855)	(9, 0.00028462346044785965)	(10, 0.00037761039202873105)	(15, 0.0005841486727516282)	(20, 0.0008300275783741246)	(25, 0.0011525014885359927)	(30, 0.001460073646841952)	(35, 0.00168777241520024)	(40, 0.001938717916453745)	(45, 0.002228109937495496)	(50, 0.002555650443288373)	(55, 0.002866202951965514)	(60, 0.0031827161613850194)	(65, 0.0038419696634904277)	(70, 0.007114394371048017)	(75, 0.04854960951151401)	(80, 0.34399919268269147)	(85, 2.3369877992204713)	(90, 7.364242507294854)	(95, 13.634035982723741)	(100, 20.8617200281512)	(105, 28.01732638609688)	(110, 32.804183946986484)	(115, 33.79402804545463)	(120, 34.15980525436963)	(125, 34.58222253191374)	(130, 35.080785377161256)	(135, 36.54679081534697)	(140, 39.0537557451469)
231-MSH2R4-3_S12_L001_R2_001 - nextera_transposase_sequence	(1, 0.00044854273086285734)	(2, 0.00045748378197640264)	(3, 0.00045897395716199354)	(4, 0.0004634444827187662)	(5, 0.000466424833089948)	(6, 0.000466424833089948)	(7, 0.00047238553383231155)	(8, 0.00047238553383231155)	(9, 0.000479836409760266)	(10, 0.0004905656710965204)	(15, 0.0005579215894852285)	(20, 0.001675552978678395)	(25, 0.02297611708151455)	(30, 0.16660009557387573)	(35, 0.8426809539100141)	(40, 3.9651928456570134)	(45, 10.186679908164676)	(50, 17.02472456943027)	(55, 24.594061079658154)	(60, 31.562648067531875)	(65, 38.49713537663373)	(70, 44.71345510766784)	(75, 50.58393349145483)	(80, 55.76567942958002)	(85, 60.482527964180484)	(90, 64.6169972600447)	(95, 68.30900344176823)	(100, 71.52983947654079)	(105, 74.35808558028405)	(110, 76.8377227834255)	(115, 78.9895867154101)	(120, 80.8859052733783)	(125, 82.5144929968025)	(130, 83.94591146893065)	(135, 85.17588925161077)	(140, 85.85544042991911)
231-MSH2R4-3_S12_L001_R2_001 - polya	(1, 2.384280296945421e-05)	(2, 4.470525556772664e-05)	(3, 5.9607007423635525e-05)	(4, 0.00010580243817695306)	(5, 0.0002741922341487234)	(6, 0.00044705255567726644)	(7, 0.00052007113977122)	(8, 0.0006273637531337639)	(9, 0.0007435974176098532)	(10, 0.003327859224461571)	(15, 0.017132246073701323)	(20, 0.03224768905122394)	(25, 0.04670179228138131)	(30, 0.06075712463187457)	(35, 0.07813465354112416)	(40, 0.09161239398968238)	(45, 0.10027239806322527)	(50, 0.10734357735389115)	(55, 0.11426365288073811)	(60, 0.11878722867411781)	(65, 0.12317281424531182)	(70, 0.12695756118167553)	(75, 0.13009706226267842)	(80, 0.1328613372319495)	(85, 0.135313867552395)	(90, 0.1373485527508008)	(95, 0.13936356763675678)	(100, 0.1414113663767958)	(105, 0.14326454823759663)	(110, 0.14518806636715736)	(115, 0.1470895299039713)	(120, 0.1488008470871039)	(125, 0.15082986961980446)	(130, 0.1525912566891729)	(135, 0.1538838346451544)	(140, 0.15477406530102641)
231-MSH2R4-3_S12_L001_R2_001 - polyg	(1, 0.3280128913267095)	(2, 0.3293227553148439)	(3, 0.3310155943256752)	(4, 0.33214812746672423)	(5, 0.3334147763744765)	(6, 0.3348691873556132)	(7, 0.335809487897721)	(8, 0.33657692811830037)	(9, 0.33751722866040823)	(10, 0.3398827327500152)	(15, 0.34167988402383787)	(20, 0.34246401420649575)	(25, 0.34301865741057264)	(30, 0.34345468266987655)	(35, 0.3438424262531673)	(40, 0.34422480520578996)	(45, 0.34459377258174223)	(50, 0.3449874768657753)	(55, 0.3453844595352168)	(60, 0.3457766736440643)	(65, 0.3461435547747568)	(70, 0.34647795008640336)	(75, 0.34713928983376857)	(80, 0.34761584785812055)	(85, 0.3479228239463522)	(90, 0.3482360587703635)	(95, 0.3495340013570131)	(100, 0.3674590206294488)	(105, 0.504980135666741)	(110, 1.0928312976844885)	(115, 3.903791369274889)	(120, 9.93922976182649)	(125, 16.79889299057953)	(130, 24.415530343513392)	(135, 31.589569870469802)	(140, 35.753884991021096)
231-MSH2R4-3_S24_L002_R1_001 - nextera_transposase_sequence	(1, 0.00043647944626471526)	(2, 0.0004419354393430242)	(3, 0.0004419354393430242)	(4, 0.0004492100967807695)	(5, 0.0004546660898590784)	(6, 0.0004583034185779511)	(7, 0.0004583034185779511)	(8, 0.00046012208293738736)	(9, 0.0004819460552506231)	(10, 0.0005041337604357462)	(15, 0.0005768803348131986)	(20, 0.0017310047373114833)	(25, 0.02436246402613697)	(30, 0.1740701855675998)	(35, 0.872322360003628)	(40, 4.077416395226464)	(45, 10.433557761971281)	(50, 17.398739996595825)	(55, 25.092766158846473)	(60, 32.15234798571192)	(65, 39.168881299723765)	(70, 45.44679936623912)	(75, 51.355463459604834)	(80, 56.54711731059842)	(85, 61.26329846026236)	(90, 65.4040963996138)	(95, 69.11051399510418)	(100, 72.33703480634418)	(105, 75.17059971930371)	(110, 77.65217196628188)	(115, 79.79738951463976)	(120, 81.68252096415327)	(125, 83.29233281841489)	(130, 84.70538555802632)	(135, 85.91420701860041)	(140, 86.58761769281803)
231-MSH2R4-3_S24_L002_R1_001 - polya	(1, 2.1823972313235765e-05)	(2, 3.455462282928996e-05)	(3, 4.7285273345344154e-05)	(4, 7.092791001801623e-05)	(5, 0.00020550907261630345)	(6, 0.0004255674601080974)	(7, 0.00047103406909400526)	(8, 0.0005546926296280757)	(9, 0.0006674498199131272)	(10, 0.003328883243512228)	(15, 0.017434807748172167)	(20, 0.03286617483798929)	(25, 0.04753734022556203)	(30, 0.06209720335433727)	(35, 0.08041624571406737)	(40, 0.09480988292039012)	(45, 0.1040516077293017)	(50, 0.11128116229093295)	(55, 0.11823209747269851)	(60, 0.12282531617889089)	(65, 0.12745563563801574)	(70, 0.13144142044815638)	(75, 0.13467100461764336)	(80, 0.13756449961350653)	(85, 0.14025976019419115)	(90, 0.1424807131099348)	(95, 0.14468638924505917)	(100, 0.14692407387290957)	(105, 0.1489111465520297)	(110, 0.15091167734740965)	(115, 0.15295076382720965)	(120, 0.1548218057201977)	(125, 0.156905267610368)	(130, 0.1587028354632348)	(135, 0.16003446150721407)	(140, 0.1609645264606298)
231-MSH2R4-3_S24_L002_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.3642636672672077e-05)	(4, 7.638390309632517e-05)	(5, 0.00015640513491152298)	(6, 0.00019823441517855819)	(7, 0.0002727996539154471)	(8, 0.0002928049618692465)	(9, 0.00032190359162022754)	(10, 0.0004241125286205484)	(15, 0.0006772706074540832)	(20, 0.0009467966655225448)	(25, 0.0012185051208223302)	(30, 0.0014676621380651051)	(35, 0.0017288223400801599)	(40, 0.0019954385351735235)	(45, 0.002260963531651225)	(50, 0.0025566783564955698)	(55, 0.0028422086609270715)	(60, 0.00317320557434448)	(65, 0.003862479366570843)	(70, 0.007542364831454281)	(75, 0.05326285936193943)	(80, 0.35534155453282357)	(85, 2.3828358677057713)	(90, 7.503620369673721)	(95, 13.860849661438355)	(100, 21.185753521838983)	(105, 28.396452535124457)	(110, 33.21705811871139)	(115, 34.216981243768906)	(120, 34.59634953688712)	(125, 35.0193606823716)	(130, 35.54683627239497)	(135, 37.05065200299417)	(140, 39.482510332241425)
231-MSH2R4-3_S24_L002_R2_001 - nextera_transposase_sequence	(1, 0.00041283680959204323)	(2, 0.0004182928026703521)	(3, 0.00042011146702978846)	(4, 0.00043102345318640637)	(5, 0.00043284211754584265)	(6, 0.00043284211754584265)	(7, 0.000434660781905279)	(8, 0.000434660781905279)	(9, 0.0004510287611402058)	(10, 0.00047030660335023076)	(15, 0.0005474179721903303)	(20, 0.001691357854275772)	(25, 0.02408857317360586)	(30, 0.1725068616842283)	(35, 0.864379161547354)	(40, 4.04260461325675)	(45, 10.357188771922704)	(50, 17.27844444254091)	(55, 24.921656758856034)	(60, 31.937077050279907)	(65, 38.912302313230136)	(70, 45.157260361826545)	(75, 51.04125754675236)	(80, 56.21667981833798)	(85, 60.91208381889398)	(90, 65.02726005101681)	(95, 68.70770711945444)	(100, 71.91426117842502)	(105, 74.72184137874982)	(110, 77.17577138239606)	(115, 79.29760272575595)	(120, 81.16292273693637)	(125, 82.76493361229463)	(130, 84.16974561996058)	(135, 85.36985458705435)	(140, 86.03361979297526)
231-MSH2R4-3_S24_L002_R2_001 - polya	(1, 2.7279965391544704e-05)	(2, 3.6373287188726277e-05)	(3, 4.7285273345344154e-05)	(4, 8.183989617463412e-05)	(5, 0.0002527943459616476)	(6, 0.00046012208293738736)	(7, 0.0005365059860337125)	(8, 0.0006365325258027098)	(9, 0.0007438337230094523)	(10, 0.0033568906746475483)	(15, 0.017103447101882868)	(20, 0.031820806564185296)	(25, 0.04593182332905165)	(30, 0.05997445831400321)	(35, 0.07698478980068293)	(40, 0.09032578407576396)	(45, 0.09889023827722146)	(50, 0.10557637592825311)	(55, 0.11214320919730576)	(60, 0.11664367602116685)	(65, 0.12103102192187101)	(70, 0.12477310570784719)	(75, 0.12768733347740793)	(80, 0.13035094929823834)	(85, 0.13277413769075133)	(90, 0.1346393598577892)	(95, 0.13642165093003675)	(100, 0.1384480067593207)	(105, 0.1402444834135719)	(110, 0.1420667851017271)	(115, 0.14389563398157623)	(120, 0.14550296954244604)	(125, 0.14743620975652685)	(130, 0.14906282315960667)	(135, 0.1502274958153897)	(140, 0.15102916306502923)
231-MSH2R4-3_S24_L002_R2_001 - polyg	(1, 0.3101477452008312)	(2, 0.3104932914291241)	(3, 0.31148264484065746)	(4, 0.31257929944939755)	(5, 0.3137832552553444)	(6, 0.3152709227013633)	(7, 0.31612023895722)	(8, 0.31683679271483794)	(9, 0.31770247694992965)	(10, 0.3200543736995527)	(15, 0.32185812501124167)	(20, 0.32258013476193786)	(25, 0.3231330087272065)	(30, 0.3236164097139446)	(35, 0.324034702516615)	(40, 0.3243922519296802)	(45, 0.3247163379185317)	(50, 0.32506915880426235)	(55, 0.3254274356830713)	(60, 0.32583227036948187)	(65, 0.3262007317687036)	(70, 0.32656228224335954)	(75, 0.32725082856984217)	(80, 0.32771131438565143)	(85, 0.3280437662305564)	(90, 0.3283882212602337)	(95, 0.3296820190855366)	(100, 0.34862850064927225)	(105, 0.490457768185657)	(110, 1.090834882789901)	(115, 3.9691774946759963)	(120, 10.112049911715667)	(125, 17.052340450985476)	(130, 24.78690900660242)	(135, 32.0214688962837)	(140, 36.22115045906635)
